,origen,destino,demanda,prob_fallo,arc,latitud_o,longitud_o,latitud_d,longitude_d
1066,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1065,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1064,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1063,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1062,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1061,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1060,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1059,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
720,La_Dorada,Honda,37,0.16,La_Dorada - Honda,5.472709,-74.667984,5.205118,-74.737081
721,La_Dorada,Honda,37,0.16,La_Dorada - Honda,5.472709,-74.667984,5.205118,-74.737081
1535,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
1053,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1068,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1054,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1055,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1056,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1058,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1069,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1536,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
1534,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
1520,Zarzal,La_Paila,10,0.16,Zarzal - La_Paila,4.394865,-76.072854,4.320789,-76.072075
1521,Zarzal,La_Paila,10,0.16,Zarzal - La_Paila,4.394865,-76.072854,4.320789,-76.072075
1522,Zarzal,La_Paila,10,0.16,Zarzal - La_Paila,4.394865,-76.072854,4.320789,-76.072075
1523,Zarzal,La_Paila,10,0.16,Zarzal - La_Paila,4.394865,-76.072854,4.320789,-76.072075
1524,Zarzal,La_Paila,10,0.16,Zarzal - La_Paila,4.394865,-76.072854,4.320789,-76.072075
1525,Zarzal,La_Paila,10,0.16,Zarzal - La_Paila,4.394865,-76.072854,4.320789,-76.072075
1526,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
726,La_Dorada,Honda,37,0.16,La_Dorada - Honda,5.472709,-74.667984,5.205118,-74.737081
725,La_Dorada,Honda,37,0.16,La_Dorada - Honda,5.472709,-74.667984,5.205118,-74.737081
724,La_Dorada,Honda,37,0.16,La_Dorada - Honda,5.472709,-74.667984,5.205118,-74.737081
723,La_Dorada,Honda,37,0.16,La_Dorada - Honda,5.472709,-74.667984,5.205118,-74.737081
722,La_Dorada,Honda,37,0.16,La_Dorada - Honda,5.472709,-74.667984,5.205118,-74.737081
1527,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
719,La_Dorada,Honda,37,0.16,La_Dorada - Honda,5.472709,-74.667984,5.205118,-74.737081
1528,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
1529,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
1072,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1530,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
1531,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
1532,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
1533,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
1070,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1071,Pamplona,Bucaramanga,125,0.16,Pamplona - Bucaramanga,7.37823,-72.650337,7.119349,-73.122742
1201,Puerto_Boyaca,La_Dorada,87,0.16,Puerto_Boyaca - La_Dorada,5.977237,-74.593395,5.472709,-74.667984
828,Malaga,Soata,72,0.16,Malaga - Soata,6.703858,-72.729891,6.336161,-72.68157
1240,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1241,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1242,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1243,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1244,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1245,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1246,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1247,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1248,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1249,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1250,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1251,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1252,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1309,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1308,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1307,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1306,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1305,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1304,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1303,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1302,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1301,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1300,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1299,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1298,Santa_Marta,Bosconia,160,0.16,Santa_Marta - Bosconia,11.240355,-74.211023,9.970362,-73.890531
1239,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1238,San_Alberto,Bucaramanga,107,0.16,San_Alberto - Bucaramanga,7.761063,-73.393617,7.119349,-73.122742
1028,Ocana,Cucuta,197,0.16,Ocana - Cucuta,8.25205,-73.35322,7.889097,-72.49669
1029,Ocana,Cucuta,197,0.16,Ocana - Cucuta,8.25205,-73.35322,7.889097,-72.49669
829,Malaga,Soata,72,0.16,Malaga - Soata,6.703858,-72.729891,6.336161,-72.68157
830,Malaga,Soata,72,0.16,Malaga - Soata,6.703858,-72.729891,6.336161,-72.68157
831,Malaga,Soata,72,0.16,Malaga - Soata,6.703858,-72.729891,6.336161,-72.68157
832,Malaga,Soata,72,0.16,Malaga - Soata,6.703858,-72.729891,6.336161,-72.68157
833,Malaga,Soata,72,0.16,Malaga - Soata,6.703858,-72.729891,6.336161,-72.68157
834,Malaga,Soata,72,0.16,Malaga - Soata,6.703858,-72.729891,6.336161,-72.68157
835,Malaga,Soata,72,0.16,Malaga - Soata,6.703858,-72.729891,6.336161,-72.68157
854,Mariquita,Ibague,129,0.16,Mariquita - Ibague,5.199505,-74.886835,4.444676,-75.242438
855,Mariquita,Ibague,129,0.16,Mariquita - Ibague,5.199505,-74.886835,4.444676,-75.242438
856,Mariquita,Ibague,129,0.16,Mariquita - Ibague,5.199505,-74.886835,4.444676,-75.242438
857,Mariquita,Ibague,129,0.16,Mariquita - Ibague,5.199505,-74.886835,4.444676,-75.242438
858,Mariquita,Ibague,129,0.16,Mariquita - Ibague,5.199505,-74.886835,4.444676,-75.242438
827,Malaga,Soata,72,0.16,Malaga - Soata,6.703858,-72.729891,6.336161,-72.68157
859,Mariquita,Ibague,129,0.16,Mariquita - Ibague,5.199505,-74.886835,4.444676,-75.242438
861,Mariquita,Ibague,129,0.16,Mariquita - Ibague,5.199505,-74.886835,4.444676,-75.242438
862,Mariquita,Ibague,129,0.16,Mariquita - Ibague,5.199505,-74.886835,4.444676,-75.242438
1193,Puerto_Boyaca,La_Dorada,87,0.16,Puerto_Boyaca - La_Dorada,5.977237,-74.593395,5.472709,-74.667984
1194,Puerto_Boyaca,La_Dorada,87,0.16,Puerto_Boyaca - La_Dorada,5.977237,-74.593395,5.472709,-74.667984
1195,Puerto_Boyaca,La_Dorada,87,0.16,Puerto_Boyaca - La_Dorada,5.977237,-74.593395,5.472709,-74.667984
1196,Puerto_Boyaca,La_Dorada,87,0.16,Puerto_Boyaca - La_Dorada,5.977237,-74.593395,5.472709,-74.667984
1197,Puerto_Boyaca,La_Dorada,87,0.16,Puerto_Boyaca - La_Dorada,5.977237,-74.593395,5.472709,-74.667984
1198,Puerto_Boyaca,La_Dorada,87,0.16,Puerto_Boyaca - La_Dorada,5.977237,-74.593395,5.472709,-74.667984
1199,Puerto_Boyaca,La_Dorada,87,0.16,Puerto_Boyaca - La_Dorada,5.977237,-74.593395,5.472709,-74.667984
1200,Puerto_Boyaca,La_Dorada,87,0.16,Puerto_Boyaca - La_Dorada,5.977237,-74.593395,5.472709,-74.667984
1031,Ocana,Cucuta,197,0.16,Ocana - Cucuta,8.25205,-73.35322,7.889097,-72.49669
1030,Ocana,Cucuta,197,0.16,Ocana - Cucuta,8.25205,-73.35322,7.889097,-72.49669
860,Mariquita,Ibague,129,0.16,Mariquita - Ibague,5.199505,-74.886835,4.444676,-75.242438
718,La_Dorada,Honda,37,0.16,La_Dorada - Honda,5.472709,-74.667984,5.205118,-74.737081
1537,Zipaquira,Bogota,53,0.16,Zipaquira - Bogota,5.021476,-73.990955,4.710989,-74.072092
263,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
253,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
254,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
255,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
256,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
257,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
258,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
259,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
260,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
261,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
262,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
542,Cartago,Zarzal,42,0.16,Cartago - Zarzal,4.747221,-75.911629,4.394865,-76.072854
264,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
265,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
266,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
267,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
268,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
269,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
81,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
270,Bogota,Madrid,34,0.16,Bogota - Madrid,4.710989,-74.072092,4.733779,-74.262757
95,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
93,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
549,Chiquinquira,Zipaquira,95,0.16,Chiquinquira - Zipaquira,5.614775,-73.819571,5.021476,-73.990955
550,Chiquinquira,Zipaquira,95,0.16,Chiquinquira - Zipaquira,5.614775,-73.819571,5.021476,-73.990955
551,Chiquinquira,Zipaquira,95,0.16,Chiquinquira - Zipaquira,5.614775,-73.819571,5.021476,-73.990955
552,Chiquinquira,Zipaquira,95,0.16,Chiquinquira - Zipaquira,5.614775,-73.819571,5.021476,-73.990955
84,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
85,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
86,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
87,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
638,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
637,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
636,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
635,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
88,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
89,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
90,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
91,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
92,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
94,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
80,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
79,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
78,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
12,Agua_Clara_Cesar,Ocana,83,0.16,Agua_Clara_Cesar - Ocana,8.248187,-73.596725,8.25205,-73.35322
11,Agua_Clara_Cesar,Ocana,83,0.16,Agua_Clara_Cesar - Ocana,8.248187,-73.596725,8.25205,-73.35322
122,Barrancabermeja,La_Fortuna,80,0.16,Barrancabermeja - La_Fortuna,7.061708,-73.851932,7.107706,-73.624878
618,El_Burro,Agua_Clara_Cesar,32,0.16,El_Burro - Agua_Clara_Cesar,8.875795,-73.66139,8.248187,-73.596725
619,El_Burro,Agua_Clara_Cesar,32,0.16,El_Burro - Agua_Clara_Cesar,8.875795,-73.66139,8.248187,-73.596725
620,El_Burro,Agua_Clara_Cesar,32,0.16,El_Burro - Agua_Clara_Cesar,8.875795,-73.66139,8.248187,-73.596725
621,El_Burro,Agua_Clara_Cesar,32,0.16,El_Burro - Agua_Clara_Cesar,8.875795,-73.66139,8.248187,-73.596725
10,Agua_Clara_Cesar,Ocana,83,0.16,Agua_Clara_Cesar - Ocana,8.248187,-73.596725,8.25205,-73.35322
9,Agua_Clara_Cesar,Ocana,83,0.16,Agua_Clara_Cesar - Ocana,8.248187,-73.596725,8.25205,-73.35322
622,El_Burro,Agua_Clara_Cesar,32,0.16,El_Burro - Agua_Clara_Cesar,8.875795,-73.66139,8.248187,-73.596725
623,El_Burro,Agua_Clara_Cesar,32,0.16,El_Burro - Agua_Clara_Cesar,8.875795,-73.66139,8.248187,-73.596725
624,El_Burro,Agua_Clara_Cesar,32,0.16,El_Burro - Agua_Clara_Cesar,8.875795,-73.66139,8.248187,-73.596725
625,El_Burro,Agua_Clara_Cesar,32,0.16,El_Burro - Agua_Clara_Cesar,8.875795,-73.66139,8.248187,-73.596725
121,Barrancabermeja,La_Fortuna,80,0.16,Barrancabermeja - La_Fortuna,7.061708,-73.851932,7.107706,-73.624878
120,Barrancabermeja,La_Fortuna,80,0.16,Barrancabermeja - La_Fortuna,7.061708,-73.851932,7.107706,-73.624878
540,Cartago,Zarzal,42,0.16,Cartago - Zarzal,4.747221,-75.911629,4.394865,-76.072854
541,Cartago,Zarzal,42,0.16,Cartago - Zarzal,4.747221,-75.911629,4.394865,-76.072854
13,Agua_Clara_Cesar,Ocana,83,0.16,Agua_Clara_Cesar - Ocana,8.248187,-73.596725,8.25205,-73.35322
14,Agua_Clara_Cesar,Ocana,83,0.16,Agua_Clara_Cesar - Ocana,8.248187,-73.596725,8.25205,-73.35322
123,Barrancabermeja,La_Fortuna,80,0.16,Barrancabermeja - La_Fortuna,7.061708,-73.851932,7.107706,-73.624878
539,Cartago,Zarzal,42,0.16,Cartago - Zarzal,4.747221,-75.911629,4.394865,-76.072854
533,Cartago,Zarzal,42,0.16,Cartago - Zarzal,4.747221,-75.911629,4.394865,-76.072854
534,Cartago,Zarzal,42,0.16,Cartago - Zarzal,4.747221,-75.911629,4.394865,-76.072854
535,Cartago,Zarzal,42,0.16,Cartago - Zarzal,4.747221,-75.911629,4.394865,-76.072854
634,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
633,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
83,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
631,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
632,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
629,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
628,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
627,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
626,El_Burro,Agua_Clara_Cesar,32,0.16,El_Burro - Agua_Clara_Cesar,8.875795,-73.66139,8.248187,-73.596725
536,Cartago,Zarzal,42,0.16,Cartago - Zarzal,4.747221,-75.911629,4.394865,-76.072854
537,Cartago,Zarzal,42,0.16,Cartago - Zarzal,4.747221,-75.911629,4.394865,-76.072854
538,Cartago,Zarzal,42,0.16,Cartago - Zarzal,4.747221,-75.911629,4.394865,-76.072854
630,Espinal,Neiva,145,0.16,Espinal - Neiva,4.149819,-74.884341,2.934484,-75.2809
82,Barbosa_Ant,Medellin,43,0.16,Barbosa_Ant - Medellin,6.438791,-75.334099,6.253041,-75.564574
546,Caucasia,Barbosa_Ant,267,0.22,Caucasia - Barbosa_Ant,7.979698,-75.198563,6.438791,-75.334099
547,Caucasia,Barbosa_Ant,267,0.22,Caucasia - Barbosa_Ant,7.979698,-75.198563,6.438791,-75.334099
548,Caucasia,Barbosa_Ant,267,0.22,Caucasia - Barbosa_Ant,7.979698,-75.198563,6.438791,-75.334099
0,Agua_Clara_Casa,Villavicencio,134,0.22,Agua_Clara_Casa - Villavicencio,4.748982,-72.997709,4.151382,-73.63769
245,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
1329,Soata,Belen_Boy,81,0.22,Soata - Belen_Boy,6.336161,-72.68157,5.9894,-72.910689
1328,Soata,Belen_Boy,81,0.22,Soata - Belen_Boy,6.336161,-72.68157,5.9894,-72.910689
151,Belen_Boy,Duitama,33,0.22,Belen_Boy - Duitama,5.9894,-72.910689,5.826895,-73.032927
152,Belen_Boy,Duitama,33,0.22,Belen_Boy - Duitama,5.9894,-72.910689,5.826895,-73.032927
153,Belen_Boy,Duitama,33,0.22,Belen_Boy - Duitama,5.9894,-72.910689,5.826895,-73.032927
154,Belen_Boy,Duitama,33,0.22,Belen_Boy - Duitama,5.9894,-72.910689,5.826895,-73.032927
246,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
155,Belen_Boy,Duitama,33,0.22,Belen_Boy - Duitama,5.9894,-72.910689,5.826895,-73.032927
157,Belen_Boy,Duitama,33,0.22,Belen_Boy - Duitama,5.9894,-72.910689,5.826895,-73.032927
159,Belen_Boy,Duitama,33,0.22,Belen_Boy - Duitama,5.9894,-72.910689,5.826895,-73.032927
241,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
242,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
243,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
244,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
156,Belen_Boy,Duitama,33,0.22,Belen_Boy - Duitama,5.9894,-72.910689,5.826895,-73.032927
545,Caucasia,Barbosa_Ant,267,0.22,Caucasia - Barbosa_Ant,7.979698,-75.198563,6.438791,-75.334099
940,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
543,Caucasia,Barbosa_Ant,267,0.22,Caucasia - Barbosa_Ant,7.979698,-75.198563,6.438791,-75.334099
1048,Palmira,Caloto,100,0.22,Palmira - Caloto,3.537972,-76.297166,3.033544,-76.408081
1049,Palmira,Caloto,100,0.22,Palmira - Caloto,3.537972,-76.297166,3.033544,-76.408081
1050,Palmira,Caloto,100,0.22,Palmira - Caloto,3.537972,-76.297166,3.033544,-76.408081
1051,Palmira,Caloto,100,0.22,Palmira - Caloto,3.537972,-76.297166,3.033544,-76.408081
1052,Palmira,Caloto,100,0.22,Palmira - Caloto,3.537972,-76.297166,3.033544,-76.408081
356,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
357,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
1156,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
1155,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
1154,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
1153,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
1152,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
1151,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
1150,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
1149,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
1148,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
1147,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
369,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
368,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
367,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
366,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
365,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
364,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
1047,Palmira,Caloto,100,0.22,Palmira - Caloto,3.537972,-76.297166,3.033544,-76.408081
363,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
361,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
360,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
359,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
358,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
1145,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
1146,Popayan,Neiva,266,0.22,Popayan - Neiva,2.444814,-76.614739,2.934484,-75.2809
362,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
544,Caucasia,Barbosa_Ant,267,0.22,Caucasia - Barbosa_Ant,7.979698,-75.198563,6.438791,-75.334099
1046,Palmira,Caloto,100,0.22,Palmira - Caloto,3.537972,-76.297166,3.033544,-76.408081
1044,Palmira,Caloto,100,0.22,Palmira - Caloto,3.537972,-76.297166,3.033544,-76.408081
247,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
248,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
249,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
938,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
939,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
1330,Soata,Belen_Boy,81,0.22,Soata - Belen_Boy,6.336161,-72.68157,5.9894,-72.910689
