,origen,destino,demanda,prob_fallo,arc,latitud_o,longitud_o,latitud_d,longitude_d
165,Belen_Boy,Hato_Corozal,170,0.33,Belen_Boy - Hato_Corozal,5.9894,-72.910689,6.129631,-71.773682
164,Belen_Boy,Hato_Corozal,170,0.33,Belen_Boy - Hato_Corozal,5.9894,-72.910689,6.129631,-71.773682
163,Belen_Boy,Hato_Corozal,170,0.33,Belen_Boy - Hato_Corozal,5.9894,-72.910689,6.129631,-71.773682
965,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
162,Belen_Boy,Hato_Corozal,170,0.33,Belen_Boy - Hato_Corozal,5.9894,-72.910689,6.129631,-71.773682
160,Belen_Boy,Hato_Corozal,170,0.33,Belen_Boy - Hato_Corozal,5.9894,-72.910689,6.129631,-71.773682
333,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
334,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
335,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
336,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
337,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
338,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
889,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
888,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
161,Belen_Boy,Hato_Corozal,170,0.33,Belen_Boy - Hato_Corozal,5.9894,-72.910689,6.129631,-71.773682
966,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
967,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
968,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
322,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
323,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
324,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
325,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
326,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
327,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
328,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
329,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
330,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
331,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
332,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
978,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
977,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
976,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
975,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
974,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
973,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
972,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
971,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
970,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
969,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
339,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
321,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
442,Cali,Jamundi,19,0.33,Cali - Jamundi,3.451647,-76.531985,3.262084,-76.541073
887,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
710,Itagui,La_Felisa,101,0.33,Itagui - La_Felisa,6.167568,-75.614671,5.45025,-75.649796
876,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
875,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
1087,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
1088,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
1089,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
1090,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
1091,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
1092,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
1093,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
1086,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
1094,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
1350,Sta_Fe_A,Bolombolo,108,0.33,Sta_Fe_A - Bolombolo,6.52273,-75.823517,6.00008,-75.81665
1351,Sta_Fe_A,Bolombolo,108,0.33,Sta_Fe_A - Bolombolo,6.52273,-75.823517,6.00008,-75.81665
1352,Sta_Fe_A,Bolombolo,108,0.33,Sta_Fe_A - Bolombolo,6.52273,-75.823517,6.00008,-75.81665
1353,Sta_Fe_A,Bolombolo,108,0.33,Sta_Fe_A - Bolombolo,6.52273,-75.823517,6.00008,-75.81665
1354,Sta_Fe_A,Bolombolo,108,0.33,Sta_Fe_A - Bolombolo,6.52273,-75.823517,6.00008,-75.81665
1355,Sta_Fe_A,Bolombolo,108,0.33,Sta_Fe_A - Bolombolo,6.52273,-75.823517,6.00008,-75.81665
1356,Sta_Fe_A,Bolombolo,108,0.33,Sta_Fe_A - Bolombolo,6.52273,-75.823517,6.00008,-75.81665
1357,Sta_Fe_A,Bolombolo,108,0.33,Sta_Fe_A - Bolombolo,6.52273,-75.823517,6.00008,-75.81665
1358,Sta_Fe_A,Bolombolo,108,0.33,Sta_Fe_A - Bolombolo,6.52273,-75.823517,6.00008,-75.81665
1096,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
1095,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
441,Cali,Jamundi,19,0.33,Cali - Jamundi,3.451647,-76.531985,3.262084,-76.541073
1085,Pamplona,Tame,211,0.33,Pamplona - Tame,7.37823,-72.650337,6.457094,-71.745515
878,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
886,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
885,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
884,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
883,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
882,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
881,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
880,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
879,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
877,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
320,Bucaramanga,La_Fortuna,42,0.33,Bucaramanga - La_Fortuna,7.119349,-73.122742,7.107706,-73.624878
439,Cali,Jamundi,19,0.33,Cali - Jamundi,3.451647,-76.531985,3.262084,-76.541073
438,Cali,Jamundi,19,0.33,Cali - Jamundi,3.451647,-76.531985,3.262084,-76.541073
437,Cali,Jamundi,19,0.33,Cali - Jamundi,3.451647,-76.531985,3.262084,-76.541073
436,Cali,Jamundi,19,0.33,Cali - Jamundi,3.451647,-76.531985,3.262084,-76.541073
435,Cali,Jamundi,19,0.33,Cali - Jamundi,3.451647,-76.531985,3.262084,-76.541073
440,Cali,Jamundi,19,0.33,Cali - Jamundi,3.451647,-76.531985,3.262084,-76.541073
280,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
287,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
286,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
285,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
284,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
283,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
282,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
281,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
25,Aguazul,Agua_Clara_Casa,100,0.38,Aguazul - Agua_Clara_Casa,5.170847,-72.550819,4.748982,-72.997709
26,Aguazul,Agua_Clara_Casa,100,0.38,Aguazul - Agua_Clara_Casa,5.170847,-72.550819,4.748982,-72.997709
24,Aguazul,Agua_Clara_Casa,100,0.38,Aguazul - Agua_Clara_Casa,5.170847,-72.550819,4.748982,-72.997709
1138,Pinchote,Barbosa_Boy,109,0.38,Pinchote - Barbosa_Boy,6.53247,-73.1727,5.934363,-73.615679
1137,Pinchote,Barbosa_Boy,109,0.38,Pinchote - Barbosa_Boy,6.53247,-73.1727,5.934363,-73.615679
1136,Pinchote,Barbosa_Boy,109,0.38,Pinchote - Barbosa_Boy,6.53247,-73.1727,5.934363,-73.615679
1135,Pinchote,Barbosa_Boy,109,0.38,Pinchote - Barbosa_Boy,6.53247,-73.1727,5.934363,-73.615679
1134,Pinchote,Barbosa_Boy,109,0.38,Pinchote - Barbosa_Boy,6.53247,-73.1727,5.934363,-73.615679
1133,Pinchote,Barbosa_Boy,109,0.38,Pinchote - Barbosa_Boy,6.53247,-73.1727,5.934363,-73.615679
288,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
27,Aguazul,Agua_Clara_Casa,100,0.38,Aguazul - Agua_Clara_Casa,5.170847,-72.550819,4.748982,-72.997709
1360,Sta_Fe_A,Turbo,280,0.38,Sta_Fe_A - Turbo,6.52273,-75.823517,8.095159,-76.728456
29,Aguazul,Agua_Clara_Casa,100,0.38,Aguazul - Agua_Clara_Casa,5.170847,-72.550819,4.748982,-72.997709
112,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
113,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
114,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
28,Aguazul,Agua_Clara_Casa,100,0.38,Aguazul - Agua_Clara_Casa,5.170847,-72.550819,4.748982,-72.997709
115,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
116,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
119,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
118,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
117,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
1398,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
111,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
1397,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1395,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1394,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1393,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1392,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1391,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1390,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1389,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1388,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1387,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1386,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1396,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
110,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
1361,Sta_Fe_A,Turbo,280,0.38,Sta_Fe_A - Turbo,6.52273,-75.823517,8.095159,-76.728456
1270,San_Gil,Pinchote,7,0.38,San_Gil - Pinchote,6.554824,-73.13412,6.53247,-73.1727
30,Aguazul,Agua_Clara_Casa,100,0.38,Aguazul - Agua_Clara_Casa,5.170847,-72.550819,4.748982,-72.997709
31,Aguazul,Agua_Clara_Casa,100,0.38,Aguazul - Agua_Clara_Casa,5.170847,-72.550819,4.748982,-72.997709
32,Aguazul,Agua_Clara_Casa,100,0.38,Aguazul - Agua_Clara_Casa,5.170847,-72.550819,4.748982,-72.997709
279,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
278,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
791,Loboguerrero,Buenaventura,66,0.38,Loboguerrero - Buenaventura,3.746412,-76.663971,3.883047,-77.019721
792,Loboguerrero,Buenaventura,66,0.38,Loboguerrero - Buenaventura,3.746412,-76.663971,3.883047,-77.019721
793,Loboguerrero,Buenaventura,66,0.38,Loboguerrero - Buenaventura,3.746412,-76.663971,3.883047,-77.019721
277,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
1359,Sta_Fe_A,Turbo,280,0.38,Sta_Fe_A - Turbo,6.52273,-75.823517,8.095159,-76.728456
108,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
109,Barbosa_Boy,Puerto_Araujo,133,0.38,Barbosa_Boy - Puerto_Araujo,5.934363,-73.615679,6.52273,-74.082355
276,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
275,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
274,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
273,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
272,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
271,Bogota,Villavicencio,88,0.38,Bogota - Villavicencio,4.710989,-74.072092,4.151382,-73.63769
1265,San_Gil,Pinchote,7,0.38,San_Gil - Pinchote,6.554824,-73.13412,6.53247,-73.1727
1266,San_Gil,Pinchote,7,0.38,San_Gil - Pinchote,6.554824,-73.13412,6.53247,-73.1727
1267,San_Gil,Pinchote,7,0.38,San_Gil - Pinchote,6.554824,-73.13412,6.53247,-73.1727
1268,San_Gil,Pinchote,7,0.38,San_Gil - Pinchote,6.554824,-73.13412,6.53247,-73.1727
1269,San_Gil,Pinchote,7,0.38,San_Gil - Pinchote,6.554824,-73.13412,6.53247,-73.1727
1385,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
1384,Tunja,Agua_Clara_Casa,207,0.38,Tunja - Agua_Clara_Casa,5.544642,-73.357557,4.748982,-72.997709
590,Duitama,Aguazul,143,0.44,Duitama - Aguazul,5.826895,-73.032927,5.170847,-72.550819
591,Duitama,Aguazul,143,0.44,Duitama - Aguazul,5.826895,-73.032927,5.170847,-72.550819
589,Duitama,Aguazul,143,0.44,Duitama - Aguazul,5.826895,-73.032927,5.170847,-72.550819
588,Duitama,Aguazul,143,0.44,Duitama - Aguazul,5.826895,-73.032927,5.170847,-72.550819
587,Duitama,Aguazul,143,0.44,Duitama - Aguazul,5.826895,-73.032927,5.170847,-72.550819
586,Duitama,Aguazul,143,0.44,Duitama - Aguazul,5.826895,-73.032927,5.170847,-72.550819
585,Duitama,Aguazul,143,0.44,Duitama - Aguazul,5.826895,-73.032927,5.170847,-72.550819
291,Bolombolo,Quibdo,120,0.44,Bolombolo - Quibdo,6.00008,-75.81665,5.695633,-76.649812
290,Bolombolo,Quibdo,120,0.44,Bolombolo - Quibdo,6.00008,-75.81665,5.695633,-76.649812
289,Bolombolo,Quibdo,120,0.44,Bolombolo - Quibdo,6.00008,-75.81665,5.695633,-76.649812
593,Duitama,Aguazul,143,0.44,Duitama - Aguazul,5.826895,-73.032927,5.170847,-72.550819
592,Duitama,Aguazul,143,0.44,Duitama - Aguazul,5.826895,-73.032927,5.170847,-72.550819
