arco_NO_falla; ventas_perdidas ;costo_ventas_perdidas
Madrid-Girardot/; $ 24.547.532,00 ;2,45E+13
Madrid-Girardot/; $ 24.547.532,00 ;2,45E+13
Madrid-Girardot/; $ 24.547.532,00 ;2,45E+13
Madrid-Girardot/; $ 4.973.462,00 ;4,97E+12
Madrid-Girardot/; $ 5.785.635,00 ;5,79E+12
Madrid-Girardot/; $ 24.547.532,00 ;2,45E+13
Madrid-Girardot/; $ 24.547.532,00 ;2,45E+13
Madrid-Girardot/; $ 3.866.877,00 ;3,87E+12
Madrid-Girardot/; $ 24.547.532,00 ;2,45E+13
Madrid-Girardot/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.733.380,00 ;1,73E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 6.500.551,00 ;6,50E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 4.904.992,00 ;4,90E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 17.043.122,00 ;1,70E+13
Villeta-Bogota/; $ 4.553.892,00 ;4,55E+12
Villeta-Bogota/; $ 5.591.383,00 ;5,59E+12
Villeta-Bogota/; $ 3.855.413,00 ;3,86E+12
Villeta-Bogota/; $ 1.466.210,00 ;1,47E+12
Villeta-Bogota/; $ 505.384,00 ;5,05E+11
Villeta-Bogota/; $ 628.282,00 ;6,28E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.888.329,00 ;2,19E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 5.591.383,00 ;5,59E+12
Villeta-Bogota/; $ 1.324.855,00 ;1,32E+12
Villeta-Bogota/; $ 666.772,00 ;6,67E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 22.001.858,00 ;2,20E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.939.782,00 ;1,94E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 5.340.403,00 ;5,34E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 6.249.517,00 ;6,25E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 705.859,00 ;7,06E+11
Villeta-Bogota/; $ 519.515,00 ;5,20E+11
Villeta-Bogota/; $ 4.838.715,00 ;4,84E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 622.028,00 ;6,22E+11
Villeta-Bogota/; $ 778.860,00 ;7,79E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.551.561,00 ;1,55E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.372.341,00 ;1,37E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 677.673,00 ;6,78E+11
Villeta-Bogota/; $ 16.534.561,00 ;1,65E+13
Villeta-Bogota/; $ 16.789.429,00 ;1,68E+13
Villeta-Bogota/; $ 5.125.016,00 ;5,13E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 5.092.473,00 ;5,09E+12
Villeta-Bogota/; $ 19.057.638,00 ;1,91E+13
Villeta-Bogota/; $ 1.088.680,00 ;1,09E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 854.670,00 ;8,55E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 4.607.173,00 ;4,61E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 94.014,00 ;9,40E+10
Villeta-Bogota/; $ 2.435.278,00 ;2,44E+12
Villeta-Bogota/; $ 992.931,00 ;9,93E+11
Villeta-Bogota/; $ 732.186,00 ;7,32E+11
Villeta-Bogota/; $ 21.638.190,00 ;2,16E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 589.259,00 ;5,89E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 4.824.025,00 ;4,82E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 869.640,00 ;8,70E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.415.913,00 ;2,14E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 2.188.511,00 ;2,19E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.478.631,00 ;1,48E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 18.183.361,00 ;1,82E+13
Villeta-Bogota/; $ 1.799.544,00 ;1,80E+12
Villeta-Bogota/; $ 4.978.595,00 ;4,98E+12
Villeta-Bogota/; $ 21.443.702,00 ;2,14E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 760.698,00 ;7,61E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 2.192.825,00 ;2,19E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 7.241.085,00 ;7,24E+12
Villeta-Bogota/; $ 2.281.338,00 ;2,28E+12
Villeta-Bogota/; $ 251.144,00 ;2,51E+11
Villeta-Bogota/; $ 1.456.582,00 ;1,46E+12
Villeta-Bogota/; $ 21.595.877,00 ;2,16E+13
Villeta-Bogota/; $ 385.234,00 ;3,85E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 909.458,00 ;9,09E+11
Villeta-Bogota/; $ 1.017.433,00 ;1,02E+12
Villeta-Bogota/; $ 21.225.320,00 ;2,12E+13
Villeta-Bogota/; $ 2.848.393,00 ;2,85E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 408.105,00 ;4,08E+11
Villeta-Bogota/; $ 1.448.637,00 ;1,45E+12
Villeta-Bogota/; $ 21.146.747,00 ;2,11E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 4.631.508,00 ;4,63E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.163.886,00 ;1,16E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 2.598.202,00 ;2,60E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 4.529.485,00 ;4,53E+12
Villeta-Bogota/; $ 1.084.179,00 ;1,08E+12
Villeta-Bogota/; $ 5.722.528,00 ;5,72E+12
Villeta-Bogota/; $ 5.416.270,00 ;5,42E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.180.160,00 ;1,18E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 611.963,00 ;6,12E+11
Villeta-Bogota/; $ 245.923,00 ;2,46E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 585.212,00 ;5,85E+11
Villeta-Bogota/; $ 1.079.650,00 ;1,08E+12
Villeta-Bogota/; $ 4.216.859,00 ;4,22E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 5.225.949,00 ;5,23E+12
Villeta-Bogota/; $ 2.199.594,00 ;2,20E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.147.307,00 ;2,11E+13
Villeta-Bogota/; $ 727.146,00 ;7,27E+11
Villeta-Bogota/; $ 18.707.079,00 ;1,87E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.633.395,00 ;1,63E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.308.953,00 ;1,31E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.649.942,00 ;1,65E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.150.404,00 ;1,15E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.325.198,00 ;1,33E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.203.815,00 ;2,12E+13
Villeta-Bogota/; $ 2.353.995,00 ;2,35E+12
Villeta-Bogota/; $ 386.356,00 ;3,86E+11
Villeta-Bogota/; $ 21.638.190,00 ;2,16E+13
Villeta-Bogota/; $ 276.979,00 ;2,77E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 6.033.752,00 ;6,03E+12
Villeta-Bogota/; $ 18.070.604,00 ;1,81E+13
Villeta-Bogota/; $ 21.136.006,00 ;2,11E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 257.679,00 ;2,58E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.360.636,00 ;1,36E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 798.239,00 ;7,98E+11
Villeta-Bogota/; $ 17.927.161,00 ;1,79E+13
Villeta-Bogota/; $ 5.276.528,00 ;5,28E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.179.547,00 ;1,18E+12
Villeta-Bogota/; $ 4.523.085,00 ;4,52E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 797.093,00 ;7,97E+11
Villeta-Bogota/; $ 4.653.783,00 ;4,65E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.408.508,00 ;1,41E+12
Villeta-Bogota/; $ 21.051.743,00 ;2,11E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 904.144,00 ;9,04E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 977.113,00 ;9,77E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 5.964.553,00 ;5,96E+12
Villeta-Bogota/; $ 21.240.251,00 ;2,12E+13
Villeta-Bogota/; $ 21.009.614,00 ;2,10E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.177.961,00 ;2,12E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.989.512,00 ;1,99E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 2.182.558,00 ;2,18E+12
Villeta-Bogota/; $ 1.204.715,00 ;1,20E+12
Villeta-Bogota/; $ 5.591.383,00 ;5,59E+12
Villeta-Bogota/; $ 4.663.510,00 ;4,66E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 413.055,00 ;4,13E+11
Villeta-Bogota/; $ 1.522.820,00 ;1,52E+12
Villeta-Bogota/; $ 2.124.993,00 ;2,12E+12
Villeta-Bogota/; $ 21.094.870,00 ;2,11E+13
Villeta-Bogota/; $ 5.591.383,00 ;5,59E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 631.870,00 ;6,32E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 836.208,00 ;8,36E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 7.185.260,00 ;7,19E+12
Villeta-Bogota/; $ 21.242.711,00 ;2,12E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.700.168,00 ;2,17E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.055.217,00 ;1,06E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.030.281,00 ;2,10E+13
Villeta-Bogota/; $ 2.442.902,00 ;2,44E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 6.812.127,00 ;6,81E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 18.787.161,00 ;1,88E+13
Villeta-Bogota/; $ 896.844,00 ;8,97E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 2.827.907,00 ;2,83E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 6.362.801,00 ;6,36E+12
Villeta-Bogota/; $ 6.500.551,00 ;6,50E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 3.294.652,00 ;3,29E+12
Villeta-Bogota/; $ 442.869,00 ;4,43E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 779.686,00 ;7,80E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.659.212,00 ;1,66E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.369.521,00 ;1,37E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.416.963,00 ;1,42E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 4.982.778,00 ;4,98E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.174.589,00 ;2,12E+13
Villeta-Bogota/; $ 1.622.050,00 ;1,62E+12
Villeta-Bogota/; $ 17.586.884,00 ;1,76E+13
Villeta-Bogota/; $ 1.262.499,00 ;1,26E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 925.522,00 ;9,26E+11
Villeta-Bogota/; $ 5.785.947,00 ;5,79E+12
Villeta-Bogota/; $ 1.000.733,00 ;1,00E+12
Villeta-Bogota/; $ 21.043.927,00 ;2,10E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.056.823,00 ;1,06E+12
Villeta-Bogota/; $ 4.774.147,00 ;4,77E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 20.971.828,00 ;2,10E+13
Villeta-Bogota/; $ 20.981.321,00 ;2,10E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.658.016,00 ;1,66E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.649.247,00 ;1,65E+12
Villeta-Bogota/; $ 21.133.198,00 ;2,11E+13
Villeta-Bogota/; $ 21.638.190,00 ;2,16E+13
Villeta-Bogota/; $ 1.411.545,00 ;1,41E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.610.444,00 ;1,61E+12
Villeta-Bogota/; $ 264.907,00 ;2,65E+11
Villeta-Bogota/; $ 5.591.383,00 ;5,59E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.466.967,00 ;1,47E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 411.391,00 ;4,11E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 3.726.630,00 ;3,73E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 5.438.862,00 ;5,44E+12
Villeta-Bogota/; $ 4.681.760,00 ;4,68E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.786.223,00 ;1,79E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.187.969,00 ;2,12E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 5.586.631,00 ;5,59E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 248.493,00 ;2,48E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 5.173.606,00 ;5,17E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 314.091,00 ;3,14E+11
Villeta-Bogota/; $ 1.389.417,00 ;1,39E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 612.764,00 ;6,13E+11
Villeta-Bogota/; $ 824.215,00 ;8,24E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 6.494.485,00 ;6,49E+12
Villeta-Bogota/; $ 897.018,00 ;8,97E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.360.757,00 ;1,36E+12
Villeta-Bogota/; $ 7.097.145,00 ;7,10E+12
Villeta-Bogota/; $ 296.397,00 ;2,96E+11
Villeta-Bogota/; $ 16.672.089,00 ;1,67E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 5.591.383,00 ;5,59E+12
Villeta-Bogota/; $ 934.334,00 ;9,34E+11
Villeta-Bogota/; $ 554.246,00 ;5,54E+11
Villeta-Bogota/; $ 21.328.393,00 ;2,13E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.876.400,00 ;1,88E+12
Villeta-Bogota/; $ 6.500.551,00 ;6,50E+12
Villeta-Bogota/; $ 1.296.473,00 ;1,30E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 4.220.905,00 ;4,22E+12
Villeta-Bogota/; $ 2.429.143,00 ;2,43E+12
Villeta-Bogota/; $ 6.023.366,00 ;6,02E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 5.303.749,00 ;5,30E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 5.539.896,00 ;5,54E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.358.122,00 ;1,36E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 6.414.735,00 ;6,41E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.281.266,00 ;1,28E+12
Villeta-Bogota/; $ 2.607.205,00 ;2,61E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 729.192,00 ;7,29E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.336.777,00 ;2,13E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.278.710,00 ;1,28E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 2.314.993,00 ;2,31E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 3.284.760,00 ;3,28E+12
Villeta-Bogota/; $ 1.634.007,00 ;1,63E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.921.904,00 ;2,19E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 3.785.661,00 ;3,79E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.066.745,00 ;1,07E+12
Villeta-Bogota/; $ 18.004.303,00 ;1,80E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 3.378.525,00 ;3,38E+12
Villeta-Bogota/; $ 703.342,00 ;7,03E+11
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 1.308.216,00 ;1,31E+12
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 21.182.235,00 ;2,12E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 24.547.532,00 ;2,45E+13
Villeta-Bogota/; $ 715.788,00 ;7,16E+11
Villeta-Bogota/; $ 4.806.900,00 ;4,81E+12
